title,price,description,link,Image,categorie
ATHENAX HERDEGEN OREILLER BAMBOU,118.000 TND TTC,"
OREILLERS ATHENAX, POUR UN SOMMEIL PAISIBLE

Cet oreiller physiologique ATHENAX HERDEGEN est composé d’une mousse viscoélastique et de charbon actif de bambou.


A mémoire de forme, ce coussin ergonomique vous apportera un grand confort lors de votre sommeil.

",https://anais.tn/produit/athenax-herdegen-oreiller-bambou/,https://anais.tn/wp-content/uploads/2020/11/oreillers-en-bambou-confort-souple-min.jpg,Autre
BATZ BORI BLUE,245.000 TND TTC,-,https://anais.tn/produit/batz-bori-blue/,https://anais.tn/wp-content/uploads/2020/06/bori-blue.jpg,Autre
BATZ EMILIA BLACK,245.000 TND TTC,-,https://anais.tn/produit/botz-emilia-black/,https://anais.tn/wp-content/uploads/2020/06/emilia-noir-1.jpg,Autre
BATZ ENI RED,207.000 TND TTC,-,https://anais.tn/produit/batz-eni-red/,https://anais.tn/wp-content/uploads/2020/07/eni-rouge.jpg,Autre
BATZ FC02 BEIGE,198.900 TND TTC,-,https://anais.tn/produit/batz-fc02-beige/,https://anais.tn/wp-content/uploads/2020/07/fc02-beige-e1593770530230.jpg,Autre
BATZ FC06 BEIGE,207.000 TND TTC,-,https://anais.tn/produit/batz-fc06-beige/,https://anais.tn/wp-content/uploads/2020/06/f07-beige-e1593370803399.jpg,Autre
BATZ FC07 BLUE,260.000 TND TTC,-,https://anais.tn/produit/batz-fc07-blue/,https://anais.tn/wp-content/uploads/2020/07/fc07-bleu2.jpg,Autre
BATZ FC07 POUDRÉ,260.000 TND TTC,-,https://anais.tn/produit/batz-fc07-nude/,https://anais.tn/wp-content/uploads/2020/06/fc07-poudré.jpg,Autre
BATZ LIA BLUE,245.000 TND TTC,-,https://anais.tn/produit/batz-lia-blue-2/,https://anais.tn/wp-content/uploads/2020/07/lia-bleu.jpg,Autre
BATZ MIKE BLACK,245.000 TND TTC,-,https://anais.tn/produit/batz-mike-black/,-,Autre
BATZ MIKE BRAUN,245.000 TND TTC,-,https://anais.tn/produit/batz-mike-braun/,https://anais.tn/wp-content/uploads/2020/07/mike-marron.jpg,Autre
CANNE CANADIENNE ADULTE,25.000 TND TTC,"

Poids de l »article: 0.45 kg—- Testé jusqu »à 130 kg—- Diamètre des tubes: 22 et 19 mm réglage de la poignée par rapport au sol: 72 cm mini, 96 cm maxi 

",https://anais.tn/produit/canne-canadienne-adulte/,https://anais.tn/wp-content/uploads/2020/11/anais-para-canne-adulte-min.jpg,Autre
CANNE QUADRIPODE,30.600 TND TTC,"

Les cannes de marche tripodes sont des dispositifs d’aide à la mobilité.
 Ces cannes sont équipées de 3 ou 4 pieds et offrent une meilleure stabilité par rapport à une canne classique. 
En utilisation, elles offrent un appui plus important et les risques de glisse sont limités par rapport à une canne classique. 
Au repos, lorsque la canne est posée, elle se maintient en position verticale sans que celle-ci ait besoin d’être appuyée sur un support.

",https://anais.tn/produit/canne-quadripode/,https://anais.tn/wp-content/uploads/2020/11/anais-para-canne-quadripode-min-e1633535510563.jpg,Autre
GIBAUD BANDOULIÈRE À POCHE,43.900 TND TTC,"

 Soutien du membre supérieur avec ou sans plâtre.
Réglage par boucle coulissante, Tissu aéré.

",https://anais.tn/produit/gibaud-bandouliere-a-poche/,https://anais.tn/wp-content/uploads/2020/09/gibaud-bandouillere-poche-1421257252-min.jpg,Autre
GIBAUD CEINTURE LOMBAIRE ANATOMIQUE 26CM,102.000 TND TTC,"

Lumbago – Sciatique, Lombalgie.
Port intermittent lors de travaux manuels ou d’activités à sollicitation lombaire importante, Fermeture auto-agrippante. 
Deux passants pour faciliter la mise en place de la ceinture.

",https://anais.tn/produit/gibaud-ceinture-lombaire-anatomique-26cm/,https://anais.tn/wp-content/uploads/2020/09/gibaud-ceinture-lombaire-anatomique-consiel_1422635208-min.jpg,Autre
GIBAUD CEINTURE THORACIQUE,89.800 TND TTC,"

Fracture de côte, Traumatisme costal.
Pression répartie sur la cage thoracique par 3 bandes élastiques, Fermeture auto-agrippante.

",https://anais.tn/produit/gibaud-ceinture-thoracique/,https://anais.tn/wp-content/uploads/2020/09/gibaud-6098-ceinture-thorax-homme-min.jpg,Autre
GIBAUD CEINTURE V DOUBLE SERRAGE 26CM,153.900 TND TTC,"

 Lumbago, Sciatique (port continu), Lombalgie (port intermittent lors du travail de force ou des activités de loisirs algiques).
Tissu aéré, Double serrage en fonction de l »intensité de la pathologie.

",https://anais.tn/produit/gibaud-ceinture-v-double-serrage-26cm/,https://anais.tn/wp-content/uploads/2020/09/gibaud-action-v-double-min.jpg,Autre
GIBAUD CHEVILLERE ANATOMIQUE,32.900 TND TTC,"

Douleurs musculaires ou tendineuses.
Séquelles de traumatisme.
Prévention des récidives lors du travail, du sport ou d’activités quotidiennes.

",https://anais.tn/produit/gibaud-chevillere-anatomique-2/,-,Autre
GIBAUD COLLANT MI BAS et BAS DE CONTENTION,,"

Spécialisée dans le traitement de l’insuffisance veineuse (jambes lourdes, varicosité, varices).
 GIBAUD propose une large gamme de chaussettes, bas et collants de compression médicale.

",https://anais.tn/produit/gibaud-collant-mibas-bas-de-contention/,https://anais.tn/wp-content/uploads/2020/09/a90105f3-f9e3-4997-8ec5-81571b6e904d_La-femme-finesse-Collants-bas-collants-min.jpg,Autre
GIBAUD COLLIER C1 SOUPLE,23.350 TND TTC,"

Torticolis, crise aiguë de cervicarthrose.

",https://anais.tn/produit/gibaud-collier-c1-souple/,https://anais.tn/wp-content/uploads/2020/09/3664696000903_20190313_02-min.jpg,Autre
GIBAUD COLLIER ÉVOLUTIF C2,33.100 TND TTC,"

Torticolis, névralgie cervico-brachiale, cervicalgie aiguë.
Renfort rigide amovible. 
La forme anatomique permet d’augmenter la surface d’appui et l’immobilisation.

",https://anais.tn/produit/gibaud-collier-evolutif-c2/,https://anais.tn/wp-content/uploads/2020/09/images-min.jpg,Autre
GIBAUD GENOUILLÈRE LIGAMENTAIRE,94.900 TND TTC,"

Entorse bénigne, séquelles fonctionnelles d’entorses, Prévention de l’apparition de la pathologie rotulienne, Pratique sportive.
2 armatures souples protection rotulienne silicone.

",https://anais.tn/produit/genouillere-ligamentaire/,https://anais.tn/wp-content/uploads/2020/09/3d594ca365f9219af0111687f290ccdd843d3416-min.jpg,Autre
GIBAUD GENOUILLÈRE ROTULIENNE,84.800 TND TTC,"

Syndrome rotulien, chondrite rotulienne post-traumatique, Subluxation rotulienne, arthrose fémoro-patellaire, Pratique sportive, Téno-périostite rotulienne, Osgood-Schlatter.
 Centrage rotulien silicone amortisseur tendineux anti-vibratoire.

",https://anais.tn/produit/gibaud-genouillere-rotulienne/,https://anais.tn/wp-content/uploads/2020/09/86c2a06d-159a-464a-9aab-da69113deee5_pack-genugib-ROTU-min.jpg,Autre
GIBAUD GENOUILLIERE ANATOMIQUE,32.900 TND TTC,"

Douleurs musculaires ou tendineuses.
Séquelles de traumatisme.
 Prévention des récidives lors du travail, du sport ou d’activités quotidiennes.

",https://anais.tn/produit/gibaud-genouilliere-anatomique/,https://anais.tn/wp-content/uploads/2020/09/gibaud-genouilliere-anatomique-min.jpg,Autre
GIBAUD LOMBOGIB ACTION V,128.205 TND TTC,"

Lumbago, sciatique (port continu), Lombalgie (port intermittent lors du travail de force ou des activités de loisirs algiques).
Tissu aéré, Concentration des forces obtenue par le système de sangles en V.

",https://anais.tn/produit/gibaud-lombogib-action-v/,https://anais.tn/wp-content/uploads/2020/09/fea43f96-11a9-4b9f-bef4-f6609611765a_action-V-double-min.jpg,Autre
GIBAUD MAINTIEN POIGNET POUCE,67.500 TND TTC,"

Douleurs de traumatisme.
Séquelles de traumatisme.
Prévention des récidives lors du travail, du sport ou d’activités quotidiennes.

",https://anais.tn/produit/gibaud-maintien-poignet-pouce/,https://anais.tn/wp-content/uploads/2020/09/gibaud-poignet-pouce-maintien-1422635152-min.jpg,Autre
GIBAUD MANUGIB RHIZARTHROSE FONCTION,59.500 TND TTC,"

Préconisée pour l’arthrose du pouce, Port en fonction de la douleur phase chronique.
 Economie articulaire et aide aux gestes de la vie quotidienne et du travail, Facilité de mise en place

",https://anais.tn/produit/gibaud-manugib-rhizarthrose-fonction/,https://anais.tn/wp-content/uploads/2020/09/3d0c7821-cda8-42db-a5fc-aa958db9c4e2_6683-Manugib-Rhiza-Fonction-min.png,Autre
GIBAUD MANUGIB RHIZARTHROSE IMMOBILISATION,77.900 TND TTC,"

Rhizarthrose  phase aiguë, port nocturne dans le but de prévenir la survenue d’une déformation en adduction du pouce “en Z“.
Pelote de confort comblant l’arche palmaire, patte unique d’adaptation pour une mise en place facilitée.

",https://anais.tn/produit/gibaud-manugib-rhizarthrose-immobilisation/,https://anais.tn/wp-content/uploads/2020/09/f554bdc9-7118-4a83-b1f7-325d6a22d034_Manugib-Rhizarthrose-Immobilisation-min.png,Autre
GIBAUD POIGNET RIGIDE,58.500 TND TTC,"

Traumatisme du poignet en phase aiguë : contusion, entorse, Immobilisationpost-opératoire, phase de rééducation.

",https://anais.tn/produit/gibaud-poignet-rigide/,https://anais.tn/wp-content/uploads/2020/09/téléchargement-min.jpg,Autre
SABOTS ORTHOPEDIQUES 011,80.800 TND TTC,-,https://anais.tn/produit/sabot-orthopedique-011/,https://anais.tn/wp-content/uploads/2021/03/20210312_143342.png,Autre
SABOTS ORTHOPEDIQUES 015,80.800 TND TTC,-,https://anais.tn/produit/sabot-orthopedique-015/,https://anais.tn/wp-content/uploads/2021/03/20210312_143331-compressed.jpg,Autre
SABOTS ORTHOPEDIQUES 024,77.500 TND TTC,-,https://anais.tn/produit/sabot-orthopedique-024/,https://anais.tn/wp-content/uploads/2021/03/20210312_1512211-compressed.jpg,Autre
SABOTS ORTHOPEDIQUES 025,77.500 TND TTC,-,https://anais.tn/produit/sabot-orthopedique-025/,https://anais.tn/wp-content/uploads/2021/03/20210312_135629-1-compressed.jpg,Autre
SABOTS ORTHOPEDIQUES 025,77.500 TND TTC,-,https://anais.tn/produit/sabots-orthopediques-025/,https://anais.tn/wp-content/uploads/2021/03/20210312_1520171-compressed.jpg,Autre
SABOTS ORTHOPEDIQUES 026,92.500 TND TTC,-,https://anais.tn/produit/sabots-orthopediques-026/,https://anais.tn/wp-content/uploads/2021/03/20210312_1534111-compressed-1.jpg,Autre
SABOTS ORTHOPEDIQUES 026,92.500 TND TTC,-,https://anais.tn/produit/sabots-orthopediques-026-2/,https://anais.tn/wp-content/uploads/2021/03/20210312_1534191-compressed.jpg,Autre
SABOTS ORTHOPEDIQUES 027,77.500 TND TTC,-,https://anais.tn/produit/sabot-orthopedique-027/,https://anais.tn/wp-content/uploads/2021/03/20210312_1455151-compressed.jpg,Autre
SCHOLL BOTTES NEW VESTMANN,,"

Les bottes New Vestmann sont la solution idéale pour éviter de renoncer à l’élégance et au style même lors des jours de pluie : la doublure interne douce en fourrure synthétique vous réchauffera pendant les journées pluvieuses.

Scholl New Vestmann est caractérisée par un caoutchouc souple et un lacet pratique adaptable et est parfaite pour tous les jours grâce à sa semelle avec technologie Scholl Memory Cushion.

La semelle spéciale accueille le pied dans une étreinte moelleuse en répartissant la pression sur toute la plante du pied et en rendant chaque pas plus léger. 
New Vestmann est disponible en variante haute et basse pour satisfaire tous les goûts !

",https://anais.tn/produit/scholl-bottes-new-vestmann/,https://anais.tn/wp-content/uploads/2020/11/New-Vestmann-scholl-f260281004-31-min.jpg,Autre
SCHOLL BOTTES NEW VESTMANN LOW,215.000 TND TTC,"

Les bottes New Vestmann low sont la solution idéale pour éviter de renoncer à l’élégance et au style même lors des jours de pluie : le nouveau motif animalier est parfait pour les femmes à la pointe de la mode, la doublure interne douce en fourrure synthétique vous réchauffera pendant les journées pluvieuses.

Scholl New Vestmann low est caractérisée par un caoutchouc souple et un lacet pratique adaptable et est parfaite pour tous les jours grâce à sa semelle avec technologie Scholl Memory Cushion.

La semelle spéciale accueille le pied dans une étreinte moelleuse en répartissant la pression sur toute la plante du pied et en rendant chaque pas plus léger. 
New Vestmann low est disponible en variante haute et basse pour satisfaire tous les goûts !

",https://anais.tn/produit/scholl-bottes-new-vestmann-low/,https://anais.tn/wp-content/uploads/2020/11/new-vestmann-low-scholl-f2684420-31-min.jpg,Autre
SCHOLL BOTTINES TATY,,"

La nouvelle bottine Taty est la solution idéale pour éviter de renoncer à l’élégance et au style même lors des jours de pluie. 
Scholl Taty est caractérisée par un caoutchouc souple et des éléments élastiques pratiques qui permettent de l’enfiler facilement.
 La semelle spéciale en Memory Cushion accueille le pied dans une étreinte moelleuse en répartissant la pression sur toute la plante du pied et en rendant chaque pas plus léger.

",https://anais.tn/produit/scholl-bottines-taty/,https://anais.tn/wp-content/uploads/2020/11/Taty-scholl-f2684510-31-min.jpg,Autre
SCHOLL CECILIA SANDAL,246.300 TND TTC,"

Les sandales Cecilia sont les chaussures estivales day-to-night que vous cherchiez. Leur design précieux et unique et le dessus décoré par une lanière strass bicolore sont parfaits pour enrichir vos tenues quotidiennes. 
Cecilia a un talon compensé de 4 cm, parfait pour assurer un look féminin en tout confort. La chaussure est souple, légère et dotée de la technologie Scholl Bioprint® et de la semelle caractéristique en liège naturel et caoutchouc, conçue pour maintenir le pied dans la bonne position. 
Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-cecilia-sandal/,https://anais.tn/wp-content/uploads/2020/05/cecilia-sandal-scholl-f2782210-31.jpg,Autre
SCHOLL CLOG EVO,,"

Clog Evo est caractérisé par une semelle amovible dotée de la technologie Memory Cushion, qui aide à soulager les pieds fatigués en répartissant la pression sur toute la plante. 
Clog Evo est léger et souple, son dessus avec bride est réalisé entièrement en TPE. Le modèle peut passer en autoclave, il est antistatique et antidérapant. 
Clog Evo est indiqué pour le personnel médical, sanitaire et pour tous les professionnels qui passent toute la journée debout. 
Clog Evo est un équipement de protection individuelle de catégorie II, pour plus d’informations sur les caractéristiques spécifiques du produit, consulter le tableau.

",https://anais.tn/produit/scholl-clog-evo/,https://anais.tn/wp-content/uploads/2020/11/Clog-Evo-scholl-f2656310-31-min.jpg,Autre
SCHOLL CYNTHIA,205.000 TND TTC,"

Le modèle Cynthia vous convaincra grâce au confort de sa semelle dentelée et surtout grâce à sa flexibilité extraordinaire, associée au moelleux de la semelle en Memory Cushion® : avec ces chaussures, vous aurez vraiment l’impression de marcher sur les nuages ! 
Le motif fleuri de la lanière élastique avant donnera une touche printanière à vos pas. De plus, la semelle avec technologie Scholl Memory Cushion® s’adapte à la forme du pied et aide à répartir la pression exercée sur toute la plante en donnant une sensation de légèreté.

",https://anais.tn/produit/scholl-cynthia/,https://anais.tn/wp-content/uploads/2020/05/cynthia-scholl-f2784310-11.jpg,Autre
SCHOLL CYNTHIA ETAIN,,"



Le modèle Cynthia vous convaincra grâce au confort de sa semelle dentelée et surtout grâce à sa flexibilité extraordinaire, associée au moelleux de la semelle en Memory Cushion® : avec ces chaussures, vous aurez vraiment l’impression de marcher sur les nuages!
Le dessus « effet miroir » et la boucle assortie donnent un look casual-chic, sophistiqué et contemporain.
Le cuir suédé souple de la semelle intérieure enveloppe le pied de manière moelleuse. De plus, la semelle avec technologie Scholl Memory Cushion® s’adapte à la forme du pied et aide à répartir la pression exercée sur toute la plante en donnant une sensation de légèreté.



",https://anais.tn/produit/scholl-cynthia-etain/,https://anais.tn/wp-content/uploads/2020/05/F274341047_1_1.jpg,Autre
SCHOLL DAPHNE GRIS,246.300 TND TTC,"

Les sandales Daphne sont les chaussures estivales day-to-night que vous cherchiez. 
Leur design précieux et unique et le dessus noir décoré par une lanière strass bicolore sont parfaits pour enrichir vos tenues quotidiennes. 
Daphne a un talon compensé de 4 cm, parfait pour assurer un look féminin en tout confort. La chaussure est souple, légère et dotée de la technologie Scholl Bioprint® et de la semelle caractéristique en liège naturel et caoutchouc, conçue pour maintenir le pied dans la bonne position. 
Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-daphne-gris/,https://anais.tn/wp-content/uploads/2020/05/daphne-scholl-f2741410-31.jpg,Autre
SCHOLL DAPHNE NOIR,246.300 TND TTC,"

Les sandales Daphne sont les chaussures estivales day-to-night que vous cherchiez. 
Leur design précieux et unique et le dessus noir décoré par une lanière strass bicolore sont parfaits pour enrichir vos tenues quotidiennes. 
Daphne a un talon compensé de 4 cm, parfait pour assurer un look féminin en tout confort. La chaussure est souple, légère et dotée de la technologie Scholl Bioprint® et de la semelle caractéristique en liège naturel et caoutchouc, conçue pour maintenir le pied dans la bonne position. 
Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-daphne-noir/,https://anais.tn/wp-content/uploads/2020/05/daphne-scholl-f2741410-31-1.jpg,Autre
SCHOLL ELLA CROSS,220.000 TND TTC,"

Le modèle Ella Cross vous convaincra grâce au confort de sa semelle dentelée et surtout grâce à sa flexibilité extraordinaire, associée au moelleux de la semelle en Memory Cushion® : avec ces chaussures, vous aurez vraiment l’impression de marcher sur les nuages ! 
Le motif fleuri de la lanière élastique arrière donnera une touche printanière à vos pas. 
De plus, la semelle avec technologie Scholl Memory Cushion® s’adapte à la forme du pied et aide à répartir la pression exercée sur toute la plante en donnant une sensation de légèreté.

",https://anais.tn/produit/scholl-ella-cross/,https://anais.tn/wp-content/uploads/2020/05/ella-cross-scholl-f2784410-11.jpg,Autre
SCHOLL GANDIA,169.300 TND TTC,"

Gandia est un nu-pieds doté de la technologie Scholl Bioprint®, caractérisée par une semelle en liège naturel et caoutchouc conçue de manière ergonomique pour garder le pied dans la bonne position. 
Un modèle confortable et polyvalent, caractérisé par un dessus pailleté avec motif reptile qui enveloppe délicatement le pied. 
La boucle située sur le dessus permet à la chaussure de s’adapter parfaitement au pied.

",https://anais.tn/produit/scholl-gandia/,https://anais.tn/wp-content/uploads/2020/05/gandia-scholl-f2779610-31.jpg,Autre
SCHOLL LUSAKA,205.000 TND TTC,"

Lusaka est un modèle pratique et décontracté avec double lanière et fermeture avec velcro, qui permet à la chaussure de s’adapter parfaitement au pied. 
Ce modèle classique Scholl est décoré cette année par un dessus réalisé en tissu pailleté avec le logo Scholl sur la fermeture du velcro qui ajoute une touche d’originalité.

",https://anais.tn/produit/scholl-lusaka/,https://anais.tn/wp-content/uploads/2020/05/lusaka-scholl-f2774910-11.jpg,Autre
SCHOLL LUSAKA AQUAMARINE,205.000 TND TTC,"

Lusaka est un modèle pratique et décontracté avec double lanière et fermeture avec velcro, qui permet à la chaussure de s’adapter parfaitement au pied. 
Ce modèle classique Scholl est décoré cette année par un dessus réalisé en tissu pailleté avec le logo Scholl sur la fermeture du velcro qui ajoute une touche d’originalité.

",https://anais.tn/produit/scholl-lusaka-gris-vert/,https://anais.tn/wp-content/uploads/2020/05/lusaka-scholl-f2774911-11.jpg,Autre
SCHOLL NEW BOGOTA’ WEDGE ARGENT,205.000 TND TTC,"

New Bogotà est la sandale culte de Scholl, qui captive depuis des décennies les Scholl Lovers avec les reflets colorés de ses perles tressées à la main, qui égaient l’été. 
Un modèle décontracté et féminin, avec un dessus à double bride en tissu qui enveloppe délicatement le pied.La chaussure est souple, légère et dotée de la technologie Scholl Bioprint® et de la semelle caractéristique en liège naturel et caoutchouc, conçue pour maintenir le pied dans la bonne position. 
Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-new-bogota-wedge-gris/,https://anais.tn/wp-content/uploads/2020/05/new-bogota-wedge-scholl-f2660710-11.jpg,Autre
SCHOLL NEW BOGOTA’ WEDGE BLEU,205.000 TND TTC,"

New Bogotà est la sandale culte de Scholl, qui captive depuis des décennies les Scholl Lovers avec les reflets colorés de ses perles tressées à la main, qui égaient l’été. 
Un modèle décontracté et féminin, avec un dessus à double bride en tissu qui enveloppe délicatement le pied.La chaussure est souple, légère et dotée de la technologie Scholl Bioprint® et de la semelle caractéristique en liège naturel et caoutchouc, conçue pour maintenir le pied dans la bonne position. 
Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-new-bogota-wedge-bleu/,https://anais.tn/wp-content/uploads/2020/05/new-bogota-wedge-scholl-f2660710-11-2.jpg,Autre
SCHOLL NEW BOGOTA’ WEDGE OR,,"

New Bogotà est la sandale culte de Scholl, qui captive depuis des décennies les Scholl Lovers avec les reflets colorés de ses perles tressées à la main, qui égaient l’été. 
Un modèle décontracté et féminin, avec un dessus à double bride en tissu qui enveloppe délicatement le pied.La chaussure est souple, légère et dotée de la technologie Scholl Bioprint® et de la semelle caractéristique en liège naturel et caoutchouc, conçue pour maintenir le pied dans la bonne position. 
Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-new-bogota-wedge-or/,https://anais.tn/wp-content/uploads/2020/05/new-bogota-wedge-scholl-f2660710-11-1.jpg,Autre
SCHOLL SOFIA,159.000 TND TTC,"

Sofia est la nouvelle chaussure Scholl qui combine parfaitement modernité et confort. Le dessus est caractérisé par des brides fines et souples bicolores avec effet verni et métallisé, qui enveloppent le pied. 
La semelle dotée de la technologie Scholl Bioprint® permet de maintenir le pied dans la bonne position pendant la marche. Désormais, la semelle Scholl Bioprint® est dotée d’un cœur moelleux qui vous apportera encore plus de confort pendant la marche grâce à sa nouvelle formule.

",https://anais.tn/produit/scholl-sofia/,https://anais.tn/wp-content/uploads/2020/05/sofia-scholl-f2774312-11-2.jpg,Autre
